,pop_density,flu_shot,covid_shots,bmi_diff
14319,0.0,0.0,1.0,-0.0
12028,0.1,0.0,1.0,-0.0
15954,-0.3,0.0,1.0,0.0
11187,-0.0,0.0,1.0,0.0
18254,-0.2,0.0,1.0,0.0
19026,-0.0,0.0,1.0,0.0
10331,-0.4,0.0,1.0,0.0
11954,-0.0,0.0,1.0,-0.0
15683,-0.0,0.0,1.0,-0.0
12073,-0.0,0.0,1.0,0.0
11276,-0.0,0.0,1.0,-0.0
17059,-0.3,0.0,1.0,-0.0
18186,-0.1,0.0,1.0,0.0
14239,-0.0,0.0,1.0,0.0
18597,-0.0,0.0,1.0,-0.0
15560,0.0,0.0,1.0,-0.0
12568,0.0,0.0,0.0,-0.0
12056,-0.3,0.0,2.0,-0.0
10047,-0.9,0.0,2.0,-0.0
18862,-0.5,0.0,1.0,0.0
15090,-1.0,0.0,0.0,-0.0
10973,-1.5,0.0,0.0,-0.0
10767,-0.2,0.0,1.0,0.0
14837,0.0,0.0,1.0,0.0
12400,-0.1,0.0,1.0,-0.0
10487,0.0,0.0,1.0,0.0
19659,-0.7,0.0,0.0,-0.0
13289,0.0,0.0,1.0,-0.0
11031,-0.0,0.0,1.0,-0.0
11140,-0.0,0.0,1.0,-0.0
17939,-0.0,0.0,1.0,-0.0
12414,-0.1,0.0,1.0,-0.0
11652,0.0,0.0,1.0,0.0
13017,0.0,0.0,1.0,-0.0
13108,-1.5,0.0,0.0,0.0
16412,0.0,0.0,2.0,0.0
16085,-0.1,0.0,1.0,0.0
13166,-0.0,0.0,1.0,0.0
19906,0.0,0.0,1.0,-0.0
19973,0.0,0.0,1.0,-0.0
18845,-0.0,0.0,0.0,-0.0
11884,0.0,0.0,1.0,0.0
10996,-0.0,0.0,1.0,0.0
13865,0.0,0.0,2.0,0.1
10713,-0.0,0.0,1.0,0.0
17742,-0.3,0.0,1.0,-0.0
11616,-0.4,0.0,1.0,-0.0
18710,-0.0,1.0,1.0,0.0
14373,-0.9,0.0,1.0,0.0
10291,-0.3,0.0,0.0,-0.0
16430,0.0,0.0,1.0,0.0
13177,-0.9,0.0,1.0,-0.0
18603,-0.0,0.0,1.0,-0.0
16353,-0.0,1.0,0.0,0.0
15784,-0.0,0.0,1.0,0.0
19612,-0.4,0.0,1.0,-0.0
10032,-0.0,0.0,1.0,0.0
12288,0.0,0.0,1.0,-0.0
13064,0.0,0.0,1.0,0.0
19260,-0.0,0.0,1.0,0.0
18571,0.0,1.0,0.0,0.0
16031,0.0,0.0,2.0,-0.0
19649,-0.0,0.0,1.0,-0.0
11144,-0.0,0.0,1.0,0.0
17552,0.0,0.0,1.0,0.0
18810,0.0,0.0,1.0,0.0
14597,-0.1,0.0,1.0,-0.0
12197,0.0,0.0,0.0,-0.1
15234,0.0,0.0,1.0,-0.0
15024,-0.0,0.0,1.0,-0.0
10021,-0.3,0.0,0.0,0.0
18065,-0.0,0.0,1.0,-0.0
19619,-0.1,0.0,2.0,0.0
19760,-0.0,0.0,1.0,-0.0
16626,-0.0,0.0,1.0,0.0
13523,0.0,0.0,1.0,0.0
12704,-0.3,0.0,3.0,-0.0
13962,-0.3,0.0,1.0,-0.0
19149,0.0,1.0,1.0,0.0
15203,-0.0,0.0,1.0,-0.0
14595,-0.0,0.0,1.0,-0.0
17849,0.0,0.0,1.0,-0.0
19170,0.0,0.0,1.0,-0.0
16408,-0.0,0.0,1.0,-0.0
14644,-0.1,0.0,1.0,-0.0
19961,0.0,0.0,1.0,-0.0
14842,0.0,0.0,1.0,-0.0
16688,0.0,0.0,0.0,-0.0
14111,-0.0,0.0,1.0,0.0
15959,-0.0,0.0,1.0,0.0
12214,-0.0,0.0,0.0,-0.0
19350,-0.0,0.0,1.0,0.0
15669,-0.3,0.0,0.0,-0.0
15796,-1.4,0.0,0.0,0.0
11343,0.0,0.0,1.0,0.0
19125,0.0,0.0,1.0,-0.0
18140,-0.0,0.0,1.0,-0.0
11864,-0.0,0.0,1.0,0.0
14611,-0.5,0.0,3.0,-0.0
11580,-0.0,0.0,1.0,-0.0
13419,0.0,1.0,0.0,-0.0
17669,-0.0,1.0,1.0,-0.0
10303,0.0,0.0,1.0,0.0
14636,-0.0,0.0,1.0,-0.0
14790,0.0,0.0,1.0,0.0
16819,-0.2,0.0,3.0,0.0
10080,0.0,0.0,1.0,0.0
19690,-0.0,0.0,1.0,0.0
14147,0.0,0.0,1.0,0.0
19713,-0.1,0.0,2.0,0.0
14970,-0.4,0.0,2.0,0.0
13263,-0.1,0.0,1.0,0.0
12904,-0.0,0.0,1.0,0.0
19281,-0.0,0.0,1.0,-0.0
15536,-0.0,0.0,1.0,0.0
15294,-1.3,0.0,1.0,0.0
11679,0.0,0.0,1.0,-0.0
14830,-0.0,0.0,2.0,0.0
13000,-0.0,0.0,1.0,0.0
18870,0.0,0.0,1.0,0.0
14365,0.0,0.0,3.0,0.0
11769,0.0,0.0,1.0,-0.0
16959,-0.0,0.0,1.0,0.0
12475,0.0,0.0,1.0,0.0
12441,0.0,0.0,1.0,-0.0
14429,-0.7,0.0,0.0,-0.0
13229,-1.0,0.0,1.0,-0.0
19653,-0.0,0.0,1.0,-0.0
18432,0.0,0.0,1.0,0.0
15960,-0.1,0.0,1.0,0.0
19502,-0.0,0.0,2.0,0.0
16603,-0.3,0.0,1.0,-0.0
19179,-0.6,0.0,1.0,-0.0
14571,-0.0,0.0,1.0,-0.0
12138,-0.9,0.0,1.0,0.0
12000,-0.0,0.0,2.0,-0.0
19695,-0.0,0.0,1.0,0.0
11651,-0.0,0.0,1.0,-0.0
14827,0.0,0.0,1.0,0.0
15605,-0.0,0.0,1.0,-0.0
15051,0.0,0.0,1.0,0.0
12031,0.0,0.0,1.0,-0.0
13747,0.0,0.0,1.0,-0.0
15689,-0.0,0.0,1.0,0.0
13862,-0.0,0.0,1.0,0.0
14469,-0.0,0.0,2.0,0.0
16198,-0.0,0.0,1.0,-0.0
16727,-0.0,0.0,1.0,0.0
12395,0.0,0.0,0.0,0.0
14560,0.0,0.0,1.0,-0.0
19308,-0.0,0.0,1.0,-0.0
17224,-0.0,0.0,1.0,-0.0
12038,0.0,0.0,0.0,0.0
17513,0.0,0.0,1.0,-0.0
17597,-0.0,0.0,1.0,-0.0
18100,0.0,0.0,2.0,0.0
16269,-0.1,0.0,1.0,-0.0
10888,0.0,0.0,1.0,0.0
17164,-0.2,0.0,1.0,-0.0
10350,-1.0,0.0,0.0,0.0
10245,-0.0,0.0,1.0,-0.0
18685,-0.0,0.0,1.0,0.0
15089,-0.0,0.0,1.0,0.0
19570,-0.3,0.0,1.0,-0.0
13828,-0.0,0.0,2.0,0.0
15943,-0.9,0.0,0.0,0.0
13429,0.0,0.0,1.0,0.0
14709,-0.3,0.0,1.0,-0.0
14446,0.0,0.0,1.0,0.0
14883,-0.6,0.0,2.0,-0.0
12617,-0.2,0.0,1.0,0.0
12373,0.0,0.0,1.0,0.0
17648,-0.2,0.0,1.0,0.0
16244,0.0,0.0,1.0,0.0
16321,-0.0,0.0,1.0,0.0
19648,0.0,0.0,1.0,0.0
12084,-0.7,0.0,0.0,-0.0
13343,0.0,0.0,1.0,-0.0
15674,-0.4,0.0,1.0,0.0
11182,-0.0,0.0,1.0,0.0
14179,-0.0,0.0,1.0,0.0
13834,0.0,0.0,1.0,0.0
15220,-0.0,0.0,2.0,-0.0
16199,-0.8,0.0,1.0,-0.0
15144,0.0,0.0,2.0,0.0
16564,-0.2,0.0,1.0,0.0
15382,-0.0,0.0,2.0,-0.0
12483,0.0,0.0,1.0,0.0
10977,0.0,0.0,1.0,0.0
15365,-0.2,0.0,2.0,-0.0
12958,-0.1,0.0,1.0,-0.0
18545,-0.0,0.0,1.0,-0.0
11357,-0.3,0.0,1.0,-0.0
11302,0.0,0.0,1.0,0.0
10947,0.0,0.0,1.0,-0.0
18472,-0.0,0.0,1.0,-0.0
14281,-0.0,0.0,1.0,-0.0
19414,-0.2,0.0,1.0,0.0
17217,0.0,0.0,1.0,-0.0
12683,-0.3,0.0,2.0,0.0
