,covid-free
17176,0.0
14355,0.0
15640,0.0
17970,0.0
19298,0.0
13327,0.0
13654,0.0
14638,0.0
10042,0.0
14546,0.0
10992,0.0
17587,0.0
17523,0.0
17720,0.0
12286,0.0
19568,0.0
17605,0.0
11661,0.0
15075,0.0
13691,0.0
13271,0.0
12328,0.0
16427,0.0
16818,0.0
15598,0.0
17774,0.0
14087,0.0
10539,0.0
15611,0.0
12396,0.0
16091,0.0
16996,0.0
16966,0.0
10617,0.0
16878,0.0
19251,0.0
10370,0.0
10361,0.0
15945,0.0
14654,0.0
14415,0.0
12308,0.0
17490,0.0
12147,0.0
19066,0.0
13807,0.0
16437,0.0
12459,0.0
13260,0.0
13083,0.0
19969,0.0
15621,0.0
12392,0.0
14574,0.0
13009,0.0
15718,0.0
11373,0.0
18259,0.0
18124,0.0
18989,0.0
16738,0.0
19263,0.0
10629,0.0
11668,0.0
13862,0.0
19493,0.0
19578,0.0
11440,0.0
16610,0.0
14056,0.0
12598,0.0
14559,0.0
15211,0.0
16309,0.0
18544,0.0
17868,0.0
17608,0.0
12243,0.0
18498,0.0
12819,0.0
18969,0.0
18470,0.0
12651,0.0
10828,0.0
18713,0.0
15102,0.0
10433,0.0
18931,0.0
16573,0.0
19455,0.0
10832,0.0
14681,0.0
17534,0.0
12776,0.0
14851,0.0
17980,0.0
14292,0.0
10445,0.0
17906,0.0
12942,0.0
17186,0.0
10242,0.0
15996,0.0
13299,0.0
19767,0.0
13043,0.0
17334,0.0
10324,0.0
11293,0.0
15278,0.0
17869,0.0
19872,0.0
12521,0.0
13619,0.0
19998,0.0
13733,0.0
13184,0.0
19603,0.0
16057,0.0
19161,0.0
14064,0.0
11545,0.0
12960,0.0
18348,0.0
16406,0.0
19465,0.0
13949,0.0
14992,0.0
18708,0.0
16519,0.0
16411,0.0
15952,0.0
17264,0.0
18448,0.0
10822,0.0
13746,0.0
19526,0.0
11377,0.0
19573,0.0
11436,0.0
19668,0.0
12401,0.0
15395,0.0
12229,0.0
15031,0.0
15970,0.0
16628,0.0
12290,0.0
17137,0.0
12515,0.0
18649,0.0
17845,0.0
14316,0.0
18543,0.0
10955,0.0
12377,0.0
12859,0.0
16327,0.0
18385,0.0
19131,0.0
19794,0.0
19879,0.0
10502,0.0
11877,0.0
11606,0.0
15633,0.0
10107,0.0
11081,0.0
12806,0.0
14866,0.0
13771,0.0
10924,0.0
15047,0.0
13710,0.0
12730,0.0
11692,0.0
19876,0.0
19549,0.0
14598,0.0
16303,0.0
15158,0.0
16884,0.0
14735,0.0
17828,0.0
19344,0.0
16671,0.0
16523,0.0
14492,0.0
15932,0.0
19831,0.0
11888,0.0
17945,0.0
12999,0.0
10466,0.0
12457,0.0
18587,0.0
17446,0.0
19162,0.0
15079,0.0
11353,0.0
